county,state,avganncount,avgdeathsperyear,popest2015,medincome,binnedinc,medianage,medianagemale,medianagefemale,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctpubliccoverage,povertypercent,studypercap
Talladega County, Alabama,452.0,191,80862,39999,"(37413.8, 40362.7]",40.9,40.1,41.5,36.3,8.2,46.9,13.8,59.9,42.9,22.5,0.0
Tallapoosa County, Alabama,248.0,111,40844,36779,"(34218.1, 37413.8]",42.8,42.4,43.3,34.4,11.3,47.8,9.0,61.1,43.2,21.3,24.48340025
Tuscaloosa County, Alabama,875.0,327,203976,46892,"(45201, 48021.6]",31.9,30.4,33.2,30.5,17.6,53.9,7.6,71.8,29.4,18.0,14.70761266
Walker County, Alabama,429.0,199,65294,37245,"(34218.1, 37413.8]",42.4,41.4,43.6,36.5,6.5,45.4,11.4,62.4,40.2,23.5,30.63068582
Washington County, Alabama,95.0,44,16804,41321,"(40362.7, 42724.4]",40.9,38.9,43.3,46.1,6.7,41.8,20.0,59.8,40.2,18.5,0.0
Wilcox County, Alabama,70.0,32,11059,24035,"[22640, 34218.1]",40.2,37.5,42.2,41.3,8.1,32.1,20.8,41.2,54.8,33.7,0.0
Winston County, Alabama,148.0,67,23877,35528,"(34218.1, 37413.8]",43.9,43.3,44.7,33.7,6.8,45.3,9.6,58.8,43.9,20.1,0.0
Aleutians West Census Area, Alaska,8.0,3,5702,68387,"(61494.5, 125635]",36.8,38.8,32.9,37.0,10.3,80.1,2.1,69.1,11.2,9.9,0.0
Anchorage Municipality, Alaska,1085.0,352,298695,75200,"(61494.5, 125635]",32.5,31.7,33.4,24.1,20.9,,6.7,69.5,24.5,10.0,565.7945396000001
Bethel Census Area, Alaska,37.0,20,17946,45808,"(45201, 48021.6]",26.7,27.0,26.5,43.6,7.6,51.7,17.6,35.2,47.3,23.8,0.0
Calhoun County, Alabama,654.0,267,115620,41123,"(40362.7, 42724.4]",39.1,37.5,40.6,31.8,10.7,50.8,12.3,65.0,39.7,20.5,51.89413596
Dillingham Census Area, Alaska,16.0,7,4997,51082,"(51046.4, 54545.6]",29.7,31.0,28.5,38.1,10.9,51.9,12.5,36.8,41.2,17.5,0.0
Fairbanks North Star Borough, Alaska,307.0,105,99631,67801,"(61494.5, 125635]",30.4,29.6,31.3,23.4,19.7,60.2,7.9,75.0,22.2,9.5,270.99999
Haines Borough, Alaska,13.0,4,2534,67260,"(61494.5, 125635]",45.5,45.6,45.3,27.7,24.0,66.8,3.0,60.4,24.4,9.8,0.0
Juneau City and Borough, Alaska,119.0,41,32756,80835,"(61494.5, 125635]",37.0,36.6,37.4,21.1,24.5,68.4,5.2,75.3,21.6,7.9,0.0
Kenai Peninsula Borough, Alaska,266.0,96,58059,62532,"(61494.5, 125635]",40.5,40.0,41.1,33.1,14.5,56.3,9.4,60.7,29.2,11.5,0.0
Ketchikan Gateway Borough, Alaska,63.0,25,13709,57776,"(54545.6, 61494.5]",38.7,37.9,39.4,32.8,15.7,61.2,7.9,64.7,28.3,12.4,0.0
Kodiak Island Borough, Alaska,43.0,15,13889,67972,"(61494.5, 125635]",32.4,31.4,33.3,27.3,18.2,66.7,6.3,58.4,23.6,8.3,0.0
Matanuska-Susitna Borough, Alaska,357.0,127,101095,73981,"(61494.5, 125635]",34.6,34.3,34.9,31.6,13.7,56.4,9.8,63.3,27.8,10.7,0.0
Nome Census Area, Alaska,34.0,17,9846,47160,"(45201, 48021.6]",27.8,28.4,27.3,41.3,10.3,53.4,16.5,35.8,42.4,26.1,0.0
North Slope Borough, Alaska,26.0,12,9687,75682,"(61494.5, 125635]",33.9,36.0,28.7,36.8,10.4,73.4,9.3,64.1,20.2,11.5,103.2311345
Chambers County, Alabama,228.0,95,34123,34116,"[22640, 34218.1]",43.0,41.5,43.9,38.4,7.6,49.8,8.9,57.7,42.2,21.3,0.0
Northwest Arctic Borough, Alaska,20.0,9,7752,65192,"(61494.5, 125635]",26.1,26.4,25.8,43.6,6.9,49.4,21.9,33.4,39.1,23.2,0.0
Sitka City and Borough, Alaska,28.0,13,8863,65765,"(61494.5, 125635]",38.9,38.2,39.6,22.1,18.7,66.5,3.8,68.1,25.4,8.6,0.0
Southeast Fairbanks Census Area, Alaska,27.0,11,6839,59641,"(54545.6, 61494.5]",35.8,37.7,35.1,33.2,12.1,,9.4,56.1,32.5,13.8,0.0
Valdez-Cordova Census Area, Alaska,36.0,13,9362,73998,"(61494.5, 125635]",36.6,36.4,36.8,27.2,19.7,59.3,10.7,64.4,20.0,9.9,0.0
Yukon-Koyukuk Census Area, Alaska,27.0,11,5533,36708,"(34218.1, 37413.8]",35.0,35.4,34.0,40.1,7.4,49.2,18.2,32.0,36.6,25.7,0.0
Apache County, Arizona,186.0,95,71474,32366,"[22640, 34218.1]",33.4,32.3,34.4,33.4,6.9,34.5,18.2,31.5,50.8,33.1,307.8042365
Cochise County, Arizona,583.0,267,126427,45025,"(42724.4, 45201]",40.0,38.2,41.8,23.4,14.5,42.3,8.7,64.7,43.5,18.7,0.0
Coconino County, Arizona,399.0,130,139097,48653,"(48021.6, 51046.4]",30.8,30.7,31.0,21.3,19.5,58.9,8.8,61.1,29.8,21.3,50.32459363
Gila County, Arizona,290.0,147,53159,37677,"(37413.8, 40362.7]",48.6,47.4,50.1,30.0,9.7,41.4,12.8,52.0,52.7,24.4,0.0
Graham County, Arizona,137.0,60,37666,46046,"(45201, 48021.6]",32.0,32.5,31.7,32.9,8.1,42.4,14.1,55.7,41.9,20.0,0.0
Cherokee County, Alabama,158.0,69,25859,38013,"(37413.8, 40362.7]",45.4,44.6,46.2,36.4,7.9,47.8,7.9,66.3,43.3,18.6,0.0
Greenlee County, Arizona,32.0,14,9529,59416,"(54545.6, 61494.5]",33.0,32.5,34.0,37.5,8.2,49.7,10.0,69.6,29.5,10.3,0.0
La Paz County, Arizona,129.0,54,20152,32533,"[22640, 34218.1]",54.8,54.8,54.9,36.6,6.4,37.0,11.2,50.3,62.2,22.8,0.0
Maricopa County, Arizona,15470.0,5780,4167947,53929,"(51046.4, 54545.6]",35.6,34.5,36.8,23.0,19.5,58.4,7.7,63.1,31.4,17.1,177.54544380000002
Mohave County, Arizona,1424.0,672,204737,37704,"(37413.8, 40362.7]",49.2,48.3,50.0,35.7,7.6,39.5,13.2,50.5,52.9,20.8,161.182395
Navajo County, Arizona,370.0,167,108277,35457,"(34218.1, 37413.8]",35.7,34.5,37.0,29.5,9.0,39.7,19.8,40.1,52.7,28.5,0.0
Pima County, Arizona,4415.0,1916,1010025,45871,"(45201, 48021.6]",38.0,36.5,39.7,22.8,17.7,52.6,10.0,61.0,38.5,18.7,202.9652731
Pinal County, Arizona,1342.0,558,406584,49876,"(48021.6, 51046.4]",37.6,36.9,38.5,30.1,11.7,44.3,10.6,61.6,39.5,17.6,19.67613089
Santa Cruz County, Arizona,149.0,68,46461,37465,"(37413.8, 40362.7]",36.5,33.5,38.9,25.3,14.6,49.1,11.3,49.5,44.6,23.6,0.0
Yavapai County, Arizona,1373.0,595,222255,44145,"(42724.4, 45201]",51.3,49.9,52.7,25.6,16.1,44.6,10.0,59.7,48.0,15.6,112.4834087
Yuma County, Arizona,752.0,291,204275,39700,"(37413.8, 40362.7]",33.8,32.3,35.8,25.0,9.4,46.1,13.1,51.6,41.5,22.6,44.05825479999999
Greenwood County, South Carolina,383.0,155,69838,38878,"(37413.8, 40362.7]",38.9,37.2,40.1,29.7,15.6,51.4,12.9,57.3,39.2,22.1,243.4204874
Hampton County, South Carolina,101.0,49,20049,33644,"[22640, 34218.1]",39.7,37.6,42.3,41.8,6.7,47.3,11.0,53.1,44.1,23.8,0.0
Horry County, South Carolina,1691.0,648,309199,42830,"(42724.4, 45201]",43.0,41.8,44.5,32.4,15.4,53.8,8.7,58.8,38.3,17.6,171.4106449
Jasper County, South Carolina,105.0,47,27824,37715,"(37413.8, 40362.7]",36.5,35.4,38.6,36.9,10.3,55.1,11.9,49.6,40.8,24.5,35.94019551
Kershaw County, South Carolina,349.0,162,63603,45411,"(45201, 48021.6]",41.3,39.1,42.9,34.8,13.0,53.2,10.5,64.3,34.6,17.4,157.2252881
Lancaster County, South Carolina,396.0,160,85842,44854,"(42724.4, 45201]",41.6,39.4,43.3,34.0,14.5,50.9,9.9,61.1,37.4,19.7,139.7917104
Laurens County, South Carolina,386.0,164,66623,38268,"(37413.8, 40362.7]",40.9,39.6,42.1,35.4,9.6,51.4,10.7,58.9,38.6,21.1,15.00983144
Lee County, South Carolina,113.0,55,17896,31510,"[22640, 34218.1]",40.1,35.6,44.1,39.8,8.0,41.4,14.9,53.4,46.8,27.8,3911.488601
Lexington County, South Carolina,1195.0,468,281833,54098,"(51046.4, 54545.6]",38.5,37.3,39.6,28.0,18.7,61.1,7.5,70.4,29.3,13.8,39.03020583
McCormick County, South Carolina,77.0,27,9706,38694,"(37413.8, 40362.7]",51.9,48.9,56.7,30.2,11.3,33.9,14.3,61.6,49.5,24.6,0.0
Marion County, South Carolina,177.0,77,31747,32283,"[22640, 34218.1]",39.5,38.1,41.8,39.1,10.7,46.9,13.9,47.1,46.2,30.1,0.0
Marlboro County, South Carolina,161.0,73,27494,31170,"[22640, 34218.1]",39.4,36.7,43.3,41.0,5.5,41.7,15.5,49.8,47.3,31.4,0.0
Newberry County, South Carolina,198.0,89,38012,42000,"(40362.7, 42724.4]",40.9,39.5,42.5,34.9,10.7,51.9,10.2,63.4,39.3,19.4,0.0
Oconee County, South Carolina,493.0,182,75713,39548,"(37413.8, 40362.7]",44.3,42.6,45.8,31.8,13.7,47.0,10.4,63.5,39.9,17.5,673.5963441
Orangeburg County, South Carolina,506.0,215,89208,31382,"[22640, 34218.1]",38.7,36.5,40.7,34.8,11.7,46.7,12.8,52.0,43.0,30.8,44.83902789
Pickens County, South Carolina,609.0,216,121691,41375,"(40362.7, 42724.4]",35.4,33.5,37.9,32.0,13.1,51.3,9.2,67.6,31.1,19.5,295.8312447
Richland County, South Carolina,1591.0,629,407051,49782,"(48021.6, 51046.4]",32.7,31.1,34.6,22.5,22.1,57.6,9.4,69.5,30.1,16.1,191.62218
Saluda County, South Carolina,94.0,40,20053,42286,"(40362.7, 42724.4]",41.2,38.5,43.6,39.2,8.8,50.6,9.0,54.7,38.6,20.6,0.0
Spartanburg County, South Carolina,1456.0,579,297302,44050,"(42724.4, 45201]",38.2,36.9,39.3,29.8,14.6,55.8,8.9,62.6,34.3,17.7,531.4461388999999
Sumter County, South Carolina,543.0,213,107480,37906,"(37413.8, 40362.7]",35.8,33.6,38.0,29.2,11.8,,12.4,59.0,39.9,23.2,55.82433941
Union County, South Carolina,176.0,79,27777,37501,"(37413.8, 40362.7]",43.5,42.5,44.6,37.8,7.6,48.8,12.3,58.3,43.3,19.6,288.0080642
Williamsburg County, South Carolina,183.0,95,32535,29609,"[22640, 34218.1]",41.0,38.4,43.7,40.3,7.3,42.9,11.6,51.8,44.1,28.3,0.0
York County, South Carolina,1030.0,421,251195,54196,"(51046.4, 54545.6]",37.9,37.2,38.7,27.8,20.0,60.3,8.9,71.0,27.6,14.6,47.77165151
Aurora County, South Dakota,18.0,7,2733,50896,"(48021.6, 51046.4]",41.8,39.4,44.0,37.1,12.0,63.7,1.9,77.9,29.7,10.8,0.0
Beadle County, South Dakota,98.0,40,18372,49583,"(48021.6, 51046.4]",39.0,36.7,41.0,33.3,15.6,66.0,2.9,69.8,34.6,15.1,0.0
Bennett County, South Dakota,13.0,6,3423,34326,"(34218.1, 37413.8]",29.4,29.0,30.0,28.8,14.4,48.7,14.7,36.6,48.8,34.8,0.0
Bon Homme County, South Dakota,38.0,16,6985,47987,"(45201, 48021.6]",42.9,40.6,48.3,37.5,13.7,48.0,0.9,80.7,35.4,15.2,0.0
Brookings County, South Dakota,110.0,45,33897,52930,"(51046.4, 54545.6]",26.4,26.3,26.6,26.1,27.4,69.5,3.1,81.2,20.1,14.1,0.0
Brown County, South Dakota,181.0,74,38785,53150,"(51046.4, 54545.6]",38.1,36.7,39.1,33.3,20.8,68.9,2.5,77.2,27.7,11.8,335.1811267
Brule County, South Dakota,31.0,13,5281,47224,"(45201, 48021.6]",40.8,38.9,41.9,30.4,16.2,62.2,2.6,71.6,30.6,14.8,0.0
Butte County, South Dakota,58.0,26,10283,41446,"(40362.7, 42724.4]",39.9,39.4,40.2,35.1,15.0,62.8,3.0,62.1,36.0,15.8,0.0
Charles Mix County, South Dakota,54.0,24,9383,41395,"(40362.7, 42724.4]",37.3,35.7,38.8,37.9,13.2,56.8,5.1,56.8,36.8,24.0,0.0
Clark County, South Dakota,24.0,10,3659,48024,"(48021.6, 51046.4]",44.0,42.4,47.2,37.3,15.7,,2.8,74.9,32.1,13.8,0.0
Clay County, South Dakota,46.0,21,13964,43453,"(42724.4, 45201]",25.2,25.6,24.8,27.8,23.4,63.1,6.8,74.5,24.5,24.9,572.9017474
Codington County, South Dakota,133.0,56,27939,52892,"(51046.4, 54545.6]",38.0,35.9,39.2,39.7,16.0,71.8,2.9,76.5,28.0,10.3,465.2994023
Corson County, South Dakota,14.0,7,4197,31420,"[22640, 34218.1]",29.8,29.7,30.1,34.4,12.7,43.2,29.4,32.0,51.4,38.6,238.2654277
Custer County, South Dakota,48.0,22,8446,51244,"(51046.4, 54545.6]",52.8,51.2,53.6,30.9,19.2,53.6,5.2,72.2,37.9,10.7,0.0
Davison County, South Dakota,116.0,41,19858,48675,"(48021.6, 51046.4]",38.4,34.8,41.6,26.9,19.8,66.1,3.3,79.2,27.5,12.3,0.0
Day County, South Dakota,42.0,17,5539,43305,"(42724.4, 45201]",48.0,46.4,48.9,38.8,12.7,59.1,3.9,65.4,40.7,16.3,0.0
Deuel County, South Dakota,25.0,8,4333,51246,"(51046.4, 54545.6]",44.6,43.5,45.8,40.8,16.3,66.6,3.1,78.4,29.6,10.1,0.0
Dewey County, South Dakota,25.0,10,5685,34936,"(34218.1, 37413.8]",349.2,28.9,29.3,35.4,9.1,,24.6,29.6,39.6,27.2,0.0
Douglas County, South Dakota,23.0,9,2977,49251,"(48021.6, 51046.4]",48.0,46.5,49.3,41.1,14.0,65.3,0.4,71.7,29.5,11.6,0.0
Edmunds County, South Dakota,29.0,11,3999,57148,"(54545.6, 61494.5]",46.1,46.6,46.0,33.9,15.6,64.5,1.8,81.2,26.6,10.5,0.0
Fall River County, South Dakota,61.0,25,6867,42007,"(40362.7, 42724.4]",52.4,51.5,53.4,31.0,16.5,51.2,4.1,67.4,42.9,17.0,0.0
Faulk County, South Dakota,17.0,6,2337,46633,"(45201, 48021.6]",46.9,41.6,49.5,34.3,17.5,60.9,0.7,80.1,31.0,13.2,0.0
Grant County, South Dakota,45.0,16,7142,52816,"(51046.4, 54545.6]",44.8,43.2,46.9,44.3,15.3,66.8,4.1,78.0,28.0,10.0,420.050406
Gregory County, South Dakota,37.0,13,4201,36836,"(34218.1, 37413.8]",47.5,44.9,49.6,38.6,13.6,59.7,2.1,66.0,43.2,18.3,0.0
Haakon County, South Dakota,16.0,6,1861,43699,"(42724.4, 45201]",48.3,42.2,52.7,37.6,16.3,61.8,2.5,76.0,30.3,12.0,0.0
Hamlin County, South Dakota,29.0,12,6047,53944,"(51046.4, 54545.6]",36.1,36.0,36.1,43.3,15.2,66.4,2.5,79.5,26.6,10.4,0.0
Hand County, South Dakota,19.0,8,3348,51201,"(51046.4, 54545.6]",48.8,47.6,51.1,33.6,17.0,64.2,1.7,79.3,32.0,10.0,0.0
Hanson County, South Dakota,18.0,5,3385,61945,"(61494.5, 125635]",35.5,35.4,35.9,34.4,19.0,69.5,1.1,83.3,23.6,8.1,0.0
Hughes County, South Dakota,101.0,33,17555,58340,"(54545.6, 61494.5]",39.4,38.5,40.5,27.2,22.5,69.5,3.1,77.5,26.3,11.0,0.0
Hutchinson County, South Dakota,49.0,18,7301,48879,"(48021.6, 51046.4]",45.6,44.0,46.8,32.9,19.0,65.0,3.0,75.5,34.9,13.2,0.0
Jackson County, South Dakota,10.0,5,3321,31922,"[22640, 34218.1]",30.5,31.8,29.7,32.2,14.3,51.3,17.4,43.7,43.4,33.9,0.0
Jerauld County, South Dakota,14.0,6,1997,48773,"(48021.6, 51046.4]",47.5,44.5,49.4,40.9,11.5,64.8,0.9,75.5,32.7,14.9,0.0
Kingsbury County, South Dakota,45.0,15,4990,51837,"(51046.4, 54545.6]",46.0,45.1,47.1,37.4,17.4,64.4,2.0,80.0,29.9,10.1,0.0
Lake County, South Dakota,65.0,26,12622,53175,"(51046.4, 54545.6]",41.9,40.3,44.2,32.0,24.0,65.5,4.4,78.6,28.0,9.5,79.22674695
Lawrence County, South Dakota,118.0,55,24827,45945,"(45201, 48021.6]",41.5,40.5,42.5,33.7,20.4,63.0,3.8,70.4,31.5,13.6,0.0
Lincoln County, South Dakota,155.0,46,52849,79857,"(61494.5, 125635]",33.8,33.3,34.2,21.8,27.2,75.9,1.9,88.0,16.0,4.3,18.9218339
Lyman County, South Dakota,20.0,6,3876,40639,"(40362.7, 42724.4]",35.5,34.4,36.8,36.5,13.4,60.1,7.4,55.0,34.7,24.9,0.0
McCook County, South Dakota,33.0,17,5599,57741,"(54545.6, 61494.5]",42.8,41.0,43.9,33.2,17.0,69.0,2.1,80.6,29.0,10.0,0.0
McPherson County, South Dakota,13.0,5,2415,38469,"(37413.8, 40362.7]",52.1,50.3,54.3,30.2,13.1,53.1,6.7,73.8,37.3,17.0,0.0
Marshall County, South Dakota,27.0,14,4769,50155,"(48021.6, 51046.4]",42.6,39.1,45.3,31.8,16.0,63.4,0.7,76.0,27.4,12.0,0.0
Meade County, South Dakota,109.0,40,26986,54771,"(54545.6, 61494.5]",36.2,34.3,38.3,32.3,17.5,62.5,2.3,73.4,29.1,10.4,0.0
Mellette County, South Dakota,11.0,5,2050,34237,"(34218.1, 37413.8]",32.0,32.9,31.7,38.7,12.9,51.6,12.0,35.6,52.8,33.2,0.0
Miner County, South Dakota,15.0,8,2236,49159,"(48021.6, 51046.4]",43.5,41.4,46.0,39.1,17.7,65.9,4.1,75.8,32.9,12.4,0.0
Minnehaha County, South Dakota,840.0,312,185197,55107,"(54545.6, 61494.5]",34.8,34.0,35.6,29.3,20.8,70.9,4.4,76.5,25.4,11.5,1150.126622
Moody County, South Dakota,32.0,14,6430,53654,"(51046.4, 54545.6]",40.7,39.9,42.2,33.8,18.0,67.6,6.1,71.7,31.6,12.3,0.0
Pennington County, South Dakota,494.0,187,108702,48379,"(48021.6, 51046.4]",37.1,35.8,38.7,28.1,18.6,64.6,4.8,69.1,32.9,14.1,450.7736748
Perkins County, South Dakota,20.0,11,3019,39936,"(37413.8, 40362.7]",49.9,50.5,49.3,37.6,13.4,61.5,4.5,72.1,33.9,15.2,0.0
Potter County, South Dakota,18.0,8,2320,52758,"(51046.4, 54545.6]",52.5,52.8,52.2,40.7,16.7,60.0,0.5,77.2,34.5,11.0,0.0
Roberts County, South Dakota,47.0,25,10311,45911,"(45201, 48021.6]",39.2,39.0,39.3,37.5,11.2,57.3,7.6,56.7,36.8,20.4,0.0
Sanborn County, South Dakota,17.0,5,2355,46281,"(45201, 48021.6]",46.8,45.5,49.4,38.8,12.6,65.3,3.4,78.6,28.5,14.7,0.0
Spink County, South Dakota,38.0,17,6524,48125,"(48021.6, 51046.4]",43.8,42.2,45.0,36.4,17.1,,1.1,69.9,34.9,11.7,0.0
Stanley County, South Dakota,21.0,6,2954,67172,"(61494.5, 125635]",40.1,38.1,42.9,34.7,15.5,72.4,1.4,74.6,29.3,8.8,0.0
Sully County, South Dakota,8.0,4,1426,59879,"(54545.6, 61494.5]",44.6,44.0,46.1,35.6,20.5,67.4,1.7,78.6,25.7,6.3,0.0
Todd County, South Dakota,25.0,13,9959,27481,"[22640, 34218.1]",23.9,22.8,25.2,22.2,10.3,46.5,25.4,22.3,52.3,47.4,0.0
Tripp County, South Dakota,34.0,15,5434,40545,"(40362.7, 42724.4]",46.4,43.3,47.7,34.7,17.5,65.4,2.1,63.7,37.9,19.9,0.0
Turner County, South Dakota,51.0,20,8209,55708,"(54545.6, 61494.5]",44.0,43.3,45.2,36.3,16.2,64.8,2.5,78.2,29.7,10.2,0.0
Union County, South Dakota,86.0,29,14909,72041,"(61494.5, 125635]",40.8,39.8,42.2,30.0,17.6,65.3,2.9,84.8,24.2,6.3,402.4414783
Walworth County, South Dakota,35.0,15,5443,41831,"(40362.7, 42724.4]",44.9,44.3,45.6,36.9,17.7,58.5,5.8,68.3,37.5,15.9,0.0
Yankton County, South Dakota,114.0,41,22702,47363,"(45201, 48021.6]",40.8,39.8,42.7,35.3,19.3,61.7,3.6,75.2,31.6,13.8,0.0
Anderson County, Tennessee,498.0,206,75749,46689,"(45201, 48021.6]",43.2,41.3,44.6,33.8,13.3,,7.7,64.3,39.1,15.6,0.0
Bedford County, Tennessee,224.0,89,47183,42252,"(40362.7, 42724.4]",36.6,35.9,37.4,41.2,9.5,56.6,7.7,59.9,38.8,19.1,42.38814827
Benton County, Tennessee,127.0,58,16129,34382,"(34218.1, 37413.8]",46.1,45.1,47.3,46.1,6.2,43.3,14.3,54.5,45.7,21.4,1922.003844
Bledsoe County, Tennessee,74.0,28,14502,34948,"(34218.1, 37413.8]",42.9,42.6,43.3,42.8,6.1,41.7,9.6,54.2,46.1,28.5,0.0
Blount County, Tennessee,769.0,276,127253,47175,"(45201, 48021.6]",511.2,41.0,43.9,34.9,15.0,,7.8,68.7,35.1,14.7,15.71672181
Bradley County, Tennessee,524.0,211,104091,43065,"(42724.4, 45201]",39.4,38.0,40.4,32.3,12.9,53.4,11.2,63.6,35.3,17.5,9.606978509
Campbell County, Tennessee,263.0,118,39752,33333,"[22640, 34218.1]",43.0,41.7,44.5,41.8,6.7,42.1,9.9,54.8,45.4,22.7,0.0
Cannon County, Tennessee,83.0,37,13840,41068,"(40362.7, 42724.4]",41.9,41.1,43.2,42.2,10.1,51.3,12.9,62.2,39.8,16.4,0.0
Carroll County, Tennessee,181.0,81,27910,36627,"(34218.1, 37413.8]",42.6,40.6,44.4,41.4,8.7,46.5,11.5,60.1,44.0,20.8,0.0
Carter County, Tennessee,309.0,152,56486,34354,"(34218.1, 37413.8]",43.6,42.4,44.9,38.9,10.7,49.2,8.1,57.9,42.9,24.6,0.0
Cheatham County, Tennessee,214.0,90,39741,51475,"(51046.4, 54545.6]",39.8,39.5,40.2,36.6,13.7,59.7,7.8,66.9,30.5,12.7,0.0
Chester County, Tennessee,78.0,36,17471,40980,"(40362.7, 42724.4]",37.2,36.1,38.2,38.5,9.0,51.1,13.5,61.4,34.2,20.1,0.0
Claiborne County, Tennessee,211.0,89,31709,33640,"[22640, 34218.1]",41.8,40.5,43.2,42.3,8.3,45.4,8.2,61.0,41.6,24.0,0.0
Clay County, Tennessee,50.0,26,7771,30744,"[22640, 34218.1]",46.9,45.8,48.3,44.7,6.9,42.5,7.2,49.6,52.8,24.0,0.0
Cocke County, Tennessee,222.0,106,35162,30860,"[22640, 34218.1]",44.3,43.1,45.1,46.6,6.4,48.8,11.1,51.1,48.1,27.8,0.0
Coffee County, Tennessee,301.0,128,54277,45235,"(45201, 48021.6]",39.7,38.5,40.8,39.2,11.7,51.8,8.8,62.1,39.1,16.8,0.0
Crockett County, Tennessee,77.0,34,14601,37853,"(37413.8, 40362.7]",39.7,39.1,40.4,40.4,9.0,50.8,7.4,56.4,39.5,19.0,0.0
Cumberland County, Tennessee,455.0,183,58229,40839,"(40362.7, 42724.4]",49.7,48.2,50.9,38.3,11.3,42.1,9.0,60.2,49.1,16.6,17.17357331
Effingham County, Illinois,208.0,77,34371,52578,"(51046.4, 54545.6]",38.9,36.7,41.0,36.4,14.7,64.1,5.4,73.4,34.4,11.8,1862.034855
Fayette County, Illinois,130.0,48,22043,41268,"(40362.7, 42724.4]",40.1,38.9,41.8,40.0,8.7,,10.4,58.7,43.8,17.5,0.0
Ford County, Illinois,91.0,40,13736,50877,"(48021.6, 51046.4]",42.7,40.3,45.7,38.8,12.6,,8.6,69.6,39.4,12.1,0.0
Franklin County, Illinois,272.0,119,39485,37758,"(37413.8, 40362.7]",42.1,40.4,43.9,34.4,10.0,48.5,10.0,57.0,48.1,19.9,0.0
Fulton County, Illinois,250.0,100,35699,44435,"(42724.4, 45201]",42.2,39.7,44.8,35.9,11.6,52.3,7.9,70.2,39.3,16.5,2240.959131
Gallatin County, Illinois,41.0,18,5265,41045,"(40362.7, 42724.4]",45.1,44.8,45.7,41.4,6.5,51.8,7.5,58.2,50.3,17.5,0.0
Greene County, Illinois,87.0,37,13241,39738,"(37413.8, 40362.7]",42.6,41.0,43.5,40.9,9.0,,9.4,62.0,44.1,16.2,0.0
Grundy County, Illinois,258.0,93,50541,70092,"(61494.5, 125635]",37.2,36.5,38.3,37.6,13.7,61.9,7.8,77.4,27.2,8.5,0.0
Hamilton County, Illinois,61.0,29,8200,49790,"(48021.6, 51046.4]",43.2,42.1,44.6,35.3,8.9,54.2,4.5,67.6,38.6,14.0,0.0
Hancock County, Illinois,128.0,50,18543,48767,"(48021.6, 51046.4]",46.2,44.3,47.6,37.5,14.7,56.4,6.8,67.9,41.3,11.6,4260.367794
Hardin County, Illinois,28.0,13,4135,37331,"(34218.1, 37413.8]",46.6,44.0,48.3,34.3,8.2,43.0,18.1,56.6,47.8,20.6,0.0
Henderson County, Illinois,47.0,21,6995,50999,"(48021.6, 51046.4]",49.1,49.2,49.0,44.0,11.2,56.8,7.0,76.1,37.0,11.7,0.0
Henry County, Illinois,326.0,130,49489,51025,"(48021.6, 51046.4]",42.2,40.9,43.6,35.2,14.5,59.2,5.8,76.7,33.9,11.3,1050.738548
Iroquois County, Illinois,202.0,81,28672,46895,"(45201, 48021.6]",44.1,43.0,45.2,41.1,10.3,58.1,7.5,68.4,40.1,15.8,34.87723214
Jackson County, Illinois,264.0,101,59362,34395,"(34218.1, 37413.8]",30.1,29.0,32.0,25.0,18.9,51.0,10.4,69.1,32.7,30.4,522.2196018
Jasper County, Illinois,63.0,23,9607,52919,"(51046.4, 54545.6]",42.9,42.8,43.0,39.1,12.3,60.6,5.5,72.5,33.3,11.0,0.0
Jefferson County, Illinois,259.0,99,38353,43073,"(42724.4, 45201]",40.7,39.2,42.8,32.8,10.2,53.3,9.2,63.8,42.0,19.5,1303.678982
Jersey County, Illinois,124.0,52,22372,52493,"(51046.4, 54545.6]",42.3,41.2,43.0,37.7,11.4,57.8,8.0,76.0,28.2,11.6,0.0
Jo Daviess County, Illinois,150.0,62,22086,51282,"(51046.4, 54545.6]",48.2,46.7,49.2,38.2,15.1,59.4,5.6,76.8,35.1,10.7,45.27755139
Johnson County, Illinois,82.0,29,12762,45773,"(45201, 48021.6]",43.2,41.2,46.3,31.4,11.4,39.2,10.3,66.7,41.9,15.9,0.0
Kane County, Illinois,2075.0,706,530847,72131,"(61494.5, 125635]",35.9,35.0,36.8,23.5,20.4,64.3,7.6,68.4,28.2,10.7,50.86211281
Kankakee County, Illinois,612.0,246,110879,56326,"(54545.6, 61494.5]",37.3,36.1,38.5,34.1,11.5,56.6,9.8,68.0,35.0,14.7,234.48984930000003
Kendall County, Illinois,413.0,128,123355,90640,"(61494.5, 125635]",33.8,33.5,34.0,24.6,22.6,69.8,6.0,82.6,20.4,5.4,162.1336792
Knox County, Illinois,335.0,137,51441,38992,"(37413.8, 40362.7]",42.1,40.4,44.5,36.6,11.4,50.1,7.4,63.2,43.9,19.3,2332.769581
Lake County, Illinois,3142.0,1046,703910,78001,"(61494.5, 125635]",37.6,35.9,39.1,21.3,25.6,62.4,7.9,73.8,25.3,9.5,147.7461607
LaSalle County, Illinois,742.0,291,111333,51205,"(51046.4, 54545.6]",41.6,40.3,43.2,37.5,10.9,56.9,9.8,69.5,35.8,13.6,2065.874449
